,X Coordinate,Y Coordinate,Stress Rating,Timestamp,Element,Subject Number,Temperature (C),Temperature (F)
51,30.605900000000002,-96.32424,4.0,1613688772800,"['Poor walking surface', 'No sidewalk', 'High speed of traffic', 'Weather condition']",S4,0.0,32.0
52,30.622110000000003,-96.34567000000001,3.0,1614034202700,"['High speed of traffic', 'Poor walking surface']",S4,22.8,73.0
53,30.620590000000004,-96.34363,4.0,1614034001700,"['High speed of traffic', 'No sidewalk']",S4,22.8,73.0
54,30.621260000000003,-96.34387000000001,3.0,1614033740400,['A parking garage entrance opens up onto the sidewalk.'],S4,22.8,73.0
55,30.638240000000003,-96.31675000000001,3.0,1614036511500,['The turn lane is not clear and there is no stop sign on a slightly blind curve in the parking lot near the intersection.'],S4,22.2,72.0
56,30.62252,-96.34085,3.0,1614093870260,"[nan, 'High speed of traffic']",S4,12.8,55.0
57,30.6092,-96.34355000000001,4.0,1614106497000,['University Golf cart driving on walking path.'],S4,21.7,71.0
58,30.622930000000004,-96.34143,3.0,1614301027050,['no street lights.'],S4,16.1,61.0
59,30.60825,-96.34178000000001,4.0,1614301238100,['Narrow lanes with lots of cars; dark; rainy.'],S4,16.1,61.0
60,30.600210000000004,-96.34129000000001,3.0,1614303337500,"['no street lights.', 'Lack of street lights']",S4,16.1,61.0
61,30.599420000000002,-96.33885000000001,2.0,1614304170000,"['Unattended dogs', 'Narrow lanes with lots of cars; dark; rainy.', 'Lack of street lights']",S4,16.1,61.0
62,30.60338,-96.36283,4.0,1614365738100,['Turn lane I needed came up a lot quicker than I thought after the light so I had to cross over a lane of traffic.'],S4,13.3,56.0
63,30.618850000000002,-96.34516,3.0,1614366865800,"[""Couldn't figure out how to turn onto one way street and got a little lost. no turn lane.""]",S4,15.0,59.0
64,30.603730000000002,-96.34053,3.0,1614367563900,"['Blind turn for the other car and they pulled out in front of me right after I turned into George Bush and it caught me off guard.', 'tree branches in way of walking path.']",S4,15.0,59.0
65,30.597490000000004,-96.33848,3.0,1614372761250,"['High speed of traffic', 'Turn lane cam up very quick after the light; high speed of traffic.', 'No sidewalk']",S4,16.7,62.0
66,30.597060000000003,-96.33906,4.0,1614372855000,"['Litter (dumping, broken glass weeds, graffiti)']",S4,16.7,62.0
67,30.59936,-96.33860000000001,2.0,1614372480000,['tree branches in way of walking path.'],S4,16.7,62.0
68,30.625860000000003,-96.34485000000001,5.0,1614467983350,"['High speed of traffic', 'Poor walking surface', 'No sidewalk']",S4,23.9,75.0
69,30.624910000000003,-96.34675000000001,4.0,1614467733450,"['Poor walking surface', 'No sidewalk', 'High speed of traffic']",S4,23.9,75.0
70,30.622570000000003,-96.34240000000001,3.0,1614468840150,"['High speed of traffic', 'Poor walking surface', 'No sidewalk']",S4,23.9,75.0
71,30.620800000000003,-96.34657000000001,3.0,1614548542500,['No sidewalk'],S4,27.8,82.0
72,30.622470000000003,-96.34633000000001,3.0,1614549465900,"['Litter (dumping, broken glass weeds, graffiti)', 'Poor walking surface', 'Lack of crosswalk']",S4,27.8,82.0
73,30.62252,-96.34758000000001,2.0,1614549337650,['No sidewalk'],S4,27.8,82.0
74,30.617890000000003,-96.34632,4.0,1614610714200,"['High speed of traffic', 'Weather condition', 'sidewalk super close to University Dr but before the railing begins. Stressed that I would get water splashed on me by the cars driving by (since it was raining).']",S4,10.0,50.0
75,30.614940000000004,-96.34993000000001,3.0,1614611014350,"['Weather condition', 'Was nervous; since the sidewalk is relatively close to the road; that a car would drive in a puddle and splash water on me since it was raining.']",S4,10.0,50.0
76,30.623150000000003,-96.34521000000001,1.0,1614717764250,"['Had to cross the street to the other side to get to the sidewalk.', 'No sidewalk']",S4,16.7,62.0
77,30.643750000000004,-96.37458000000001,1.0,1614722119950,"['Tree branch in the way of the path.', 'narrow road. Cracks; etc.']",S4,17.8,64.0
78,30.610580000000002,-96.33607,3.0,1614720639900,['Narrow road and a ton of cracks in the road.'],S4,17.8,64.0
79,30.62272,-96.34613,3.0,1614726040350,"['Had to cross the street to the other side to get to the sidewalk.', ""The street sign is behind a big bush so the street comes up really quick if you don't remember and you have to slow down really quick.""]",S4,17.8,64.0
80,30.6048,-96.33923000000001,3.0,1614728486700,"['Had to cross the street to the other side to get to the sidewalk.', 'When there is a line of cars waiting at the light on george bush; you cannot see the cars trying to turn left in front of you; and they cannot see you; so as you turn onto george bush and pick up speed; people pull out in front of you.']",S4,17.8,64.0
81,30.60912,-96.34246,3.0,1614728437200,['Narrow lanes and people suddenly break in the middle of the road due to no turn lanes next to the railroad.'],S4,17.8,64.0
82,30.600020000000004,-96.33956,2.0,1614729842100,"['When there is a line of cars waiting at the light on george bush; you cannot see the cars trying to turn left in front of you; and they cannot see you; so as you turn onto george bush and pick up speed; people pull out in front of you.', 'Tree branch in the way of the path.']",S4,16.1,61.0
83,30.597600000000003,-96.33822,4.0,1614730250850,"['Litter (dumping, broken glass weeds, graffiti)', 'Narrow lanes and people suddenly break in the middle of the road due to no turn lanes next to the railroad.', 'No sidewalk']",S4,16.1,61.0
84,30.614870000000003,-96.35002000000001,3.0,1614783888750,"['High speed of traffic', 'The sidewalk was flooded with gross looking water; and so was the grass on the side furthest from the street so I had to walk on the grass closer to the road with high speed traffic to get around.']",S4,10.0,50.0
85,30.613770000000002,-96.35293000000001,2.0,1614784185750,"['have to walk through parking lot', 'No sidewalk']",S4,10.0,50.0
86,30.61493,-96.34934000000001,3.0,1614788723400,"['High speed of traffic', 'There was a portion of the sidewalk and grass that was flooded so I had to walk really close to the road to get around it without sinking my shoes in mud.', 'Poor walking surface']",S4,12.8,55.0
87,30.61745,-96.34629000000001,3.0,1614789001800,"['High speed of traffic', 'Sidewalk extremely close to the road.']",S4,12.8,55.0
88,30.617760000000004,-96.34095,2.0,1613355891000,"['Rowdy people', 'Tree missing', 'Poor walking surface']",S5,-6.1,21.0
89,30.616350000000004,-96.34297000000001,2.0,1613357457000,"['Rowdy people', 'Weather condition', 'Poor walking surface']",S5,-6.1,21.0
90,30.63492,-96.34930000000001,3.0,1614208591500,"['Crosswalk and pedestrian light missing', 'High speed of traffic', 'No benches']",S6,26.1,79.0
91,30.624060000000004,-96.34734,4.0,1614300725400,"['High speed of traffic', 'No sidewalk']",S6,16.1,61.0
92,30.623980000000003,-96.34282,4.0,1614381318900,['No sidewalk'],S6,20.6,69.0
93,30.623480000000004,-96.34736000000001,4.0,1614475560000,"['High speed of traffic', 'Poor walking surface', 'No sidewalk']",S6,23.3,74.0
94,30.623400000000004,-96.34291,3.0,1614723483900,['No sidewalk'],S6,17.8,64.0
95,30.62338,-96.34760000000001,3.0,1614818070000,"['No sidewalk', 'Lack of crosswalk', 'No benches']",S6,18.9,66.0
96,30.623980000000003,-96.34456,4.0,1614996824100,['Crosswalk and pedestrian light missing'],S6,17.8,64.0
97,30.623110000000004,-96.34704,2.0,1615144542000,['Poor walking surface'],S6,18.3,65.0
98,30.624560000000002,-96.34724000000001,4.0,1615246789050,['No sidewalk'],S6,22.2,72.0
99,30.61859,-96.34954,2.0,1614036643500,"['Litter (dumping, broken glass weeds, graffiti)']",S7,22.2,72.0
100,30.61868,-96.34955000000001,2.0,1614040193700,"['Litter (dumping, broken glass weeds, graffiti)']",S7,19.4,67.0
101,30.61558,-96.33909000000001,1.0,1614565926000,['Steep sidewalk slope'],S7,23.9,75.0
102,30.617050000000003,-96.34664000000001,1.0,1614567838200,"['High speed of traffic', 'Rowdy people', 'Litter (dumping, broken glass weeds, graffiti)']",S7,23.3,74.0
103,30.62017,-96.35002000000001,1.0,1615259463000,"['Poor walking surface', 'No sidewalk', 'Lack of street lights']",S7,17.2,63.0
104,30.59935,-96.34446000000001,2.0,1615317851700,['High speed of traffic'],S8,23.9,75.0
105,30.60432,-96.33962000000001,1.0,1615331925000,['construction'],S8,23.3,74.0
106,30.627470000000002,-96.33457000000001,1.0,1615334312400,['slow moving traffic'],S8,23.3,74.0
107,30.618610000000004,-96.32350000000001,1.0,1615336580400,['construction'],S8,22.2,72.0
108,30.610670000000002,-96.34670000000001,1.0,1615348273200,['Poor walking surface'],S8,18.9,66.0
109,30.6048,-96.33899000000001,2.0,1615393314000,['construction and traffic were particularly bad'],S8,21.1,70.0
110,30.613300000000002,-96.34190000000001,2.0,1615395304200,['busses were stopped and turning right next to me'],S8,21.1,70.0
111,30.612720000000003,-96.34294000000001,1.0,1615396259100,['busses passing very close'],S8,22.8,73.0
112,30.613490000000002,-96.34141000000001,1.0,1615408452000,['Lack of crosswalk'],S8,25.6,78.0
113,30.64655,-96.29599,1.0,1615412370000,['potholes and cracked pavement'],S8,26.1,79.0
114,30.595290000000002,-96.33463,3.0,1615424094600,['the railroad tracks are very steep and difficult to drive over'],S8,23.3,74.0
115,30.602470000000004,-96.34663,1.0,1615431558600,"['Crosswalk and pedestrian light missing', 'Poor walking surface', 'No sidewalk']",S8,20.6,69.0
116,30.598000000000003,-96.33728,2.0,1615497864900,"['Poor walking surface', 'Steep sidewalk slope', 'No sidewalk', 'Lack of crosswalk']",S8,25.6,78.0
117,30.5801,-96.29749000000001,1.0,1615565595000,['cracked pavement'],S8,22.8,73.0
118,30.646010000000004,-96.29549,2.0,1615569000600,['potholes'],S8,23.3,74.0
119,30.621570000000002,-96.34264,1.0,1615572187500,['high speed traffic'],S8,25.0,77.0
120,30.645920000000004,-96.29585,2.0,1615588470000,['cracked pavement'],S8,27.8,82.0
121,30.582380000000004,-96.32158000000001,1.0,1615593555000,['high speed traffic'],S8,27.2,81.0
122,30.599790000000002,-96.30215000000001,2.0,1615594920000,['traffic'],S8,26.1,79.0
123,30.608600000000003,-96.31987000000001,3.0,1615599186900,['curve is so sharp you never know if there is a car stopped on the other side'],S8,24.4,76.0
124,30.59795,-96.33786,1.0,1615601177400,['sharp incline'],S8,23.3,74.0
125,30.5956,-96.34037000000001,1.0,1615604220300,"['Steep sidewalk slope', 'No sidewalk', 'Lack of street lights']",S8,23.3,74.0
126,29.999930000000003,-95.77301000000001,1.0,1615642446000,['traffic'],S8,14.4,58.0
127,29.375280000000004,-95.58250000000001,1.0,1615658580000,['Poor walking surface'],S8,25.8,78.0
128,29.375290000000003,-95.58256,1.0,1615662540000,['Poor walking surface'],S8,26.7,80.0
129,30.066250000000004,-95.91586000000001,2.0,1615690132800,"['speeding cars were tailgating me', 'speeding cars were tailgating me']",S8,21.0,70.0
130,30.616780000000002,-96.34405000000001,1.0,1615747620000,['sharp incline'],S8,14.4,58.0
131,30.60986,-96.34696000000001,2.0,1615768002000,['No sidewalk'],S8,15.0,59.0
132,30.59888,-96.34406000000001,1.0,1615825990500,['pedestrian'],S8,17.8,64.0
133,30.64964,-96.29580000000001,2.0,1615829583000,['potholes'],S8,20.6,69.0
134,30.61952,-96.34417,1.0,1615850780400,['bad traffic'],S8,27.2,81.0
135,30.617300000000004,-96.34526000000001,2.0,1615852204800,['having to pull across 3 lanes'],S8,27.2,81.0
136,30.5987,-96.34403,2.0,1615856157000,['Lack of street lights'],S8,25.6,78.0
137,30.604490000000002,-96.33932000000001,2.0,1615926176400,['construction'],S8,26.1,79.0
138,30.645760000000003,-96.29556000000001,2.0,1615937711100,['cracked pavement'],S8,26.1,79.0
139,30.59962,-96.34466,1.0,1615940019000,"['High speed of traffic', 'Lack of street lights']",S8,25.6,78.0
140,30.599940000000004,-96.34504000000001,2.0,1615948468200,['Lack of street lights'],S8,24.4,76.0
141,30.605510000000002,-96.34356000000001,1.0,1615993041000,"['Poor walking surface', 'Blocked sidewalk', 'Lack of crosswalk']",S8,17.2,63.0
142,30.59558,-96.33474000000001,2.0,1615998346200,['very steep incline after railroad'],S8,18.9,66.0
143,30.59596,-96.33355,2.0,1616006947500,['very steep incline'],S8,20.6,69.0
144,30.59427,-96.33637,1.0,1616024112000,"['Rowdy people', 'Blocked sidewalk']",S8,22.2,72.0
145,30.604730000000004,-96.33908000000001,1.0,1616078837100,['construction'],S8,9.4,49.0
146,30.61304,-96.31550000000001,1.0,1616081124000,['high speed traffic'],S8,11.1,52.0
147,30.60959,-96.31943000000001,2.0,1616081975400,['blind turn'],S8,11.1,52.0
148,30.646160000000002,-96.29738,2.0,1616096109600,['really bad pavement cracks; debris in the lot'],S8,17.2,63.0
149,30.639820000000004,-96.31209000000001,2.0,1616096308800,['fast traffic and a dangerous entrance into the gas station'],S8,17.2,63.0
150,30.35967,-97.73841,1.0,1616169649200,"['High speed of traffic', 'sketchy strip mall']",S8,13.3,56.0
151,30.291850000000004,-97.75944000000001,4.0,1616350739700,['two cars crashed in front of us while we waited at the light'],S8,20.0,68.0
152,30.35628,-97.73158000000001,1.0,1616427780000,['run down buildings'],S8,15.0,59.0
153,30.64598,-96.29542000000001,2.0,1616439600000,['large potholes'],S8,20.0,68.0
154,30.645910000000004,-96.29567,1.0,1616461710000,['potholes getting bigger'],S8,20.0,68.0
155,30.606800000000003,-96.34962,2.0,1616464687500,['Lack of street lights'],S8,20.0,68.0
156,30.602960000000003,-96.34699,2.0,1616465317500,"['Rowdy people', 'Lack of street lights']",S8,19.4,67.0
157,30.61492,-96.34223000000001,1.0,1616513592000,['16'],S8,16.7,62.0
158,30.599650000000004,-96.3452,1.0,1616514904200,['High speed of traffic'],S8,16.7,62.0
159,30.61127,-96.34735,1.0,1616538810000,['Poor walking surface'],S8,26.1,79.0
160,30.60283,-96.34692000000001,1.0,1616541939600,['Poor walking surface'],S8,25.6,78.0
161,35.60915,-97.47213,1.0,1616713880400,['construction blocking traffic'],S8,16.1,61.0
162,35.608410000000006,-97.44838000000001,1.0,1616714611200,['High speed of traffic'],S8,16.1,61.0
163,35.603080000000006,-97.47834,2.0,1616725954800,['high speed traffic coming off a highway'],S8,12.2,54.0
164,35.53978,-97.58348000000001,2.0,1616784708300,['fast traffic and very confusing intersectios'],S8,22.2,72.0
165,35.51393,-97.54761,2.0,1616800609200,['construction; fast traffic; cracked pavement'],S8,24.4,76.0
166,35.608230000000006,-97.44841000000001,1.0,1616803128000,"['Crosswalk and pedestrian light missing', 'High speed of traffic', 'Lack of crosswalk']",S8,24.4,76.0
167,35.58095,-97.51404000000001,2.0,1616860315200,['fast traffic in construction'],S8,17.2,63.0
168,31.58254,-97.11064,3.0,1616880432900,['lots of construction'],S8,24.4,76.0
169,33.18757,-97.17174000000001,4.0,1616876663400,['watched a car wreck'],S8,25.0,77.0
170,30.599140000000002,-96.3443,2.0,1616894944800,['Lack of street lights'],S8,25.0,77.0
171,30.607200000000002,-96.34411000000001,1.0,1616898160200,"['Poor walking surface', 'Lack of street lights']",S8,23.9,75.0
172,30.645870000000002,-96.29573,1.0,1616977740000,['large potholes'],S8,21.7,71.0
173,30.649810000000002,-96.29435000000001,1.0,1616981751900,['large potholes'],S8,19.4,67.0
174,30.597720000000002,-96.34213000000001,1.0,1616983671600,"['High speed of traffic', 'Lack of street lights']",S8,16.7,62.0
175,30.609730000000003,-96.34232,1.0,1617060331200,['construction'],S8,22.8,73.0
176,30.623040000000003,-96.33955,1.0,1617061460400,['heavy traffic'],S8,22.8,73.0
177,30.60658,-96.34846,1.0,1617114160500,"['High speed of traffic', 'construction', 'Poor walking surface', 'High speed of traffic', 'construction', 'Poor walking surface']",S8,19.4,67.0
178,30.615370000000002,-96.34287,1.0,1617116896800,['Rowdy people'],S8,21.1,70.0
179,30.61662,-96.34499000000001,2.0,1617203163000,['sharp incline past railroad tracks'],S8,16.1,61.0
180,30.617490000000004,-96.34571000000001,1.0,1617205886400,['fast traffic and bad signal lights'],S8,16.1,61.0
181,30.608710000000002,-96.3502,2.0,1617213045900,"['deep gravel made walking hard', 'Poor walking surface']",S8,19.4,67.0
182,30.609090000000002,-96.35060000000001,2.0,1617220700400,"['deep gravel made walking hard', 'Poor walking surface']",S8,19.4,67.0
183,30.645880000000002,-96.29568,1.0,1617224190000,['potholes'],S8,20.6,69.0
184,30.621570000000002,-96.34246,1.0,1617233829600,['very heavy traffic'],S8,20.0,68.0
185,30.617020000000004,-96.34394,1.0,1617234776700,"['Rowdy people', 'Poor walking surface']",S8,20.0,68.0
186,30.621160000000003,-96.34441000000001,2.0,1615439250600,"['Poor walking surface', 'No sidewalk']",S9,21.1,70.0
187,30.621640000000003,-96.34522000000001,1.0,1615441099200,"['Litter (dumping, broken glass weeds, graffiti)', 'Poor walking surface', 'No sidewalk', 'Lack of street lights']",S9,21.1,70.0
188,30.6182,-96.34777000000001,1.0,1617053629200,"['Litter (dumping, broken glass weeds, graffiti)']",S9,23.3,74.0
189,30.62,-96.35107,1.0,1617053996400,['No sidewalk'],S9,23.3,74.0
190,30.620500000000003,-96.35024000000001,1.0,1617054126000,['No sidewalk'],S9,23.3,74.0
191,30.618450000000003,-96.34743,1.0,1617054428400,['Blocked sidewalk'],S9,23.3,74.0
192,30.621760000000002,-96.34544000000001,1.0,1617054882000,"['Poor walking surface', 'Steep sidewalk slope', 'No sidewalk']",S9,23.3,74.0
193,30.619970000000002,-96.34915000000001,1.0,1617152232600,['No sidewalk'],S9,26.1,79.0
194,30.620590000000004,-96.35028000000001,1.0,1617152343600,['No sidewalk'],S9,26.1,79.0
195,30.621350000000003,-96.35139000000001,1.0,1617152454600,"['No sidewalk', 'Lack of street lights']",S9,25.6,78.0
196,30.619870000000002,-96.35166000000001,2.0,1617152654400,"['No sidewalk', 'High speed of traffic']",S9,25.6,78.0
197,30.6185,-96.35078000000001,2.0,1617152765400,"['High speed of traffic', 'Lack of street lights', 'No sidewalk']",S9,25.6,78.0
198,30.61747,-96.34663,1.0,1617153409200,"['Poor walking surface', 'No sidewalk']",S9,25.6,78.0
199,30.62224,-96.34591,1.0,1617154805400,"['Poor walking surface', 'Steep sidewalk slope', 'No sidewalk']",S9,25.6,78.0
200,30.623220000000003,-96.34166,1.0,1617634254000,['No sidewalk'],S9,15.6,60.0
201,30.619010000000003,-96.34626,1.0,1617635164800,['Blocked sidewalk'],S9,17.2,63.0
202,30.62459,-96.34364000000001,1.0,1617770389800,['No sidewalk'],S9,21.7,71.0
203,30.62131,-96.34743,1.0,1617771300600,['Lack of street lights'],S9,21.7,71.0
204,30.619570000000003,-96.34598000000001,1.0,1617806413200,['Blocked sidewalk'],S9,22.8,73.0
205,30.619780000000002,-96.34715000000001,2.0,1617806509200,['Poor walking surface'],S9,22.8,73.0
206,30.622500000000002,-96.34630000000001,1.0,1617807296400,"['Poor walking surface', 'No sidewalk']",S9,22.8,73.0
207,30.620960000000004,-96.35074,1.0,1618411385400,['No sidewalk'],S9,22.2,72.0
208,30.61943,-96.35153000000001,1.0,1618411680600,['No sidewalk'],S9,22.2,72.0
209,30.618550000000003,-96.34728000000001,1.0,1618412123400,['Blocked sidewalk'],S9,22.2,72.0
210,30.621610000000004,-96.34531000000001,2.0,1618412517000,"['Poor walking surface', 'No sidewalk']",S9,22.8,73.0
211,30.60534,-96.32546,4.0,1616394645000,"['High speed of traffic', 'Poor walking surface', 'No sidewalk']",S19,13.9,57.0
212,30.605110000000003,-96.32688,2.0,1616394742500,"['Poor walking surface', 'No sidewalk', 'Unattended dogs']",S19,13.9,57.0
213,30.60667,-96.32949,3.0,1616394975000,"['Poor walking surface', 'No sidewalk']",S19,13.9,57.0
214,30.606430000000003,-96.32782,3.0,1616395095000,"['Poor walking surface', 'No sidewalk']",S19,13.9,57.0
215,30.605430000000002,-96.32472000000001,5.0,1616394615000,['Weather condition'],S19,13.9,57.0
216,30.624270000000003,-96.35223,3.0,1616559045000,"['very dark at night due to no street lamps.', 'Lack of street lights']",S19,17.2,63.0
217,30.618140000000004,-96.34663,2.0,1616738755800,['Rowdy people'],S19,12.2,54.0
218,30.618330000000004,-96.34547,2.0,1617136946700,"['Crosswalk and pedestrian light missing', 'Blocked sidewalk', 'high speed cars']",S19,27.2,81.0
219,30.618470000000002,-96.34561000000001,2.0,1617143271000,['high speed cars'],S19,27.8,82.0
220,30.609630000000003,-96.32696000000001,3.0,1617158223600,"['High speed of traffic', 'Ice on the road and hidden stop sign.', 'Weather condition', 'No sidewalk']",S19,24.4,76.0
221,30.60846,-96.32645000000001,3.0,1617158355900,"['No sidewalk', 'High speed of traffic', 'Weather condition']",S19,24.4,76.0
222,30.607170000000004,-96.32661,,1617158507100,"['High speed of traffic', 'Weather condition', 'No sidewalk']",S19,24.4,76.0
223,30.605900000000002,-96.32424,4.0,1617159357600,"['Poor walking surface', 'No sidewalk', 'High speed of traffic', 'Weather condition']",S19,24.4,76.0
224,30.607390000000002,-96.32633000000001,3.0,1617731484000,"['Weather condition', 'Poor walking surface', 'No sidewalk']",S19,22.8,73.0
225,30.605790000000002,-96.32663000000001,3.0,1617731706000,"['High speed of traffic', 'No sidewalk']",S19,22.8,73.0
226,30.60527,-96.32668000000001,4.0,1617732243000,"['High speed of traffic', 'No sidewalk', 'Lack of street lights']",S19,23.9,75.0
227,30.622550000000004,-96.34089,3.0,1618289332500,"['High speed of traffic', 'crossing main road.']",S19,23.9,75.0
228,30.623520000000003,-96.34216,5.0,1618289157000,"['High speed of traffic', 'Abandoned vehicle', 'No stop signs; large empty parking lot where people do not drive safely. No sidewalk or pedestrian signs.', 'Poor walking surface', 'No sidewalk']",S19,23.9,75.0
229,30.613580000000002,-96.34490000000001,2.0,1615691793000,['bell tower rang and there was a sudden gust of wind.'],S16,21.1,70.0
230,30.612720000000003,-96.34423000000001,5.0,1615691893800,['16'],S16,21.1,70.0
231,30.615470000000002,-96.34187000000001,3.0,1615692523800,['Rowdy people'],S16,21.1,70.0
232,29.72228,-95.80346,1.0,1615864776600,"['Litter (dumping, broken glass weeds, graffiti)']",S16,22.0,72.0
